title,text,subject,date,label
 pastor goes full yall qaeda defending roy moore he only wanted teen girls for their purity,a pastor who appeared alongside senate candidate roy moore at a campaign rally just days ago just gave a defense of the alabama senate candidate that makes christian purity balls seem even creepier flip benham has quite a history as an antigay pastor who was also convicted of stalking a doctor who performed abortion procedures in north carolina in reaction to that in  benham said outside the courtroom while holding a bible i can t speak i can t get within  feet they ve stolen from innocent babies a voice that has spoken for them well that whole prolife platform of his sure did change since then and his defense of roy moore the twiceremoved judge who has been accused of perving on teenage girls when he was yearsold is not going to help the alabama republicanthe rightwing pastor explained that moore dated teen girls because of their  purity  and said that when he got back from vietnam there weren t any women his age left to dateso pedophilia righton monday benham told a local alabama radio show that there was nothing wrong with moore dating teenage girls i think that number one you need to understand  years ago what the sitz im leben was like in alabama  benham said as reported by right wing watch  judge roy moore graduated from west point and then went on into the service served in vietnam and then came back and was in law school all of the ladies or many of the ladies that he possibly could have married were not available then they were already married maybe somewhere so he looked in a different direction and always with the permission of the parents of younger ladies   he did that because there is something about a purity of a young woman there is something that is good that s true that s straight and he looked for that listen to the whole thing belowwe re thinking that someone should check into pastor flip benham s browsing history benham s words aren t going to help moore pedophiles go after kids because of their  purity image via screen capture ,News,2017-11-21,FAKE
 trumps national security adviser reportedly trashed him  this is epic,add trump s national security adviser general hr mcmaster to the growing list of highprofile people who think he s a total buffoon mcmaster a seasoned combat officer in the army is reportedly fed up with trump s lack of intelligence lack of focus and inability to understand even the most basic premises of national securityaccording to several buzzfeed sources mcmaster was attending a private dinner with oracle ceo safra catz and dragged trump through the mud calling him an  idiot  a  dope  and someone with the intelligence of  a kindergartner  another source who wasn t at the dinner told buzzfeed that mcmaster has made similar comments beforerecently secretary of state rex tillerson reportedly called trump a moron prompting the manbaby to jump on twitter and challenge tillerson to an iq test trump either knows exactly what he is and is riddled with selfloathing and embarrassment over it or he honestly believes he has one of the great minds and memories of all time just like he s claimed and his fragile feefees can t handle anyone thinking otherwisethen there s senator bob corker who s had no qualms at all about criticizing trump which led the two of them into a twitter war because trump can t stand looking like the pathetic ineffective pseudoman that he is and we all know how senator jeff flake feelsofficials who are on trump s side however push back against all these things vehemently from their stories everything is hunkydory in the white house and trump is highly competent calm collected respected   in short presidential anyone inside or outside the white house talking badly about him is just well jealous  or unamerican  to them these stories are nothing more than people deliberately working to undermine trump at least in the world trump and his loyalists are desperate to createthese stories keep coming out though and when taken with his embarrassing public appearances and his ridiculous behavior on twitter they are ever harder to ignore buzzfeed has five sources for mcmaster s words with a sixth saying they d heard similar words from him beforethis dinner between mcmaster and catz took place over the summer and was allegedly peppered with insults toward trump and other senior members of the white house staff including trump s soninlaw jared kushner mcmaster reportedly and if true correctly said that kushner doesn t belong in the white house and shouldn t be involved in national security mattersin short trump doesn t have the respect he thinks he has poor widdle donniefeatured image via thomas peterpoolgetty images,News,2017-11-21,FAKE
 trumps favorite news channel tries to soothe his battered ego  gets taken to the cleaners,yesterday after the father of one of the ucla players arrested in china failed to show trump proper gratitude for getting his kid released trump predictably went to twitter to grouse about it he seems to expect to be worshiped for his help on this matter but lavar ball wouldn t do it so trump tweetednow that the three basketball players are out of china and saved from years in jail lavar ball the father of liangelo is unaccepting of what i did for his son and that shoplifting is no big deal i should have left them in jail  donald j trump realdonaldtrump november  fox news put that tweet into a meme portraying trump as a strong decisive leader and the ucla basketball players as weaklings because of course they did then they asked  do you agree with president trump yes fox news seriously asked people whether they agree that trump should have left them in jail because the father of one is refusing to show proper gratitudedo you agree with president realdonaldtrump pictwittercompvdoxpxpg  fox news foxnews november  and twitter is just not having this at allnope he needs adoration sign of insecurity that s why he mocks others worthless pictwittercomxpiswx  billy depp ucla november  i ve never seen a fox tweet critical of the presidentall fox is does is aid and abet insanity hate and divisiveness that hurts america pictwittercomhrsatflsmi  american patriot realpatriot november  it s all relative shoplifting is a crime but its totally eclipsed by trump university  cody swan lampliighter november  yeah potus should only do his job if he gets his ass kissed properly are you high  bill raudenbush candidatebill november  no he s a child  opinionated letmesharewithu november  nah i know what public service means   o  geofftype november  i think he should stop being petty af i don t care to hear about this from the president of the united states he s so insecure it s beyond troubling  keisha venezio keishhhha november  no i don t agree  pictwittercomnkiotxl  kelly h kellyk november  do you agree with president realdonaldtrump pictwittercompvdoxpxpg  fox news foxnews november  nope i personally would be extraordinarily appreciative if this happened to one of my kids but i think it s shameful that the prez resents not being thanked enough and doesn t view helping americans as just part of the job  liberal kansan pvliberal november  no disgusting  embarrassing  melanie melanie november  well i m not convinced that he singlehandedly got them out of jail  so the question isn t really valid  isaac simonelli dicetravels november  no normal person does and you know it  ernie page angryhatter november  what this man is a child in a rumpled suit in case you haven t noticed hardly anybody likes him  thus when you give to the needy sound no trumpet before you as the hypocrites do in the synagogues and in the streets that they may be praised by others  pictwittercomntjzgkdwdz  demoswe the people windemere november  china should have thrown dotard realdonaldtrump into the slammer chucked the key into the bog  flushed it away  holger     hnelke november  no realdonaldtrump has no idea what it means to do good for the sake of doing good he is an empty shell of a man with no moral compass also not my favorite president  doreen graham doreegraham november  absolutely not the fact that our narcissistic baby in chief can t take any criticism without lashing out is disgraceful we deserve better  erin o erin november  typical trump  always about himself forgetting america is for all  sarapdaily sarapdaily november  typical trump  always about himself forgetting america is for all  sarapdaily sarapdaily november  why would anyone agree with this shit remember when we mourned the death of the student who died in nk and now we re talking about this  aditya sharma adityaksharma november  no i do not agree with donald as a matter of fact i wish he was left in the hospital at the time of his birth  rabell rabell november  president manbaby needs to grow up and fox news needs to stop feeding his bullshitfeatured image via alex wonggetty images,News,2017-11-20,FAKE
 texas governor just broke with trump this is unprecedented,republicans in texas including gov greg abbott ripped into the new  billion white house disaster relief aid request as  inadequate  it s been two months since the state was devastated by hurricane harvey and donald trump has failed on his promise to rebuild texas abbott s criticism is strikingly different than the day after trump visited texas in the aftermath of the hurricane his commitment was firm strong and unequivocal  abbott said at the time  that he was going to do everything he could to ensure that texas will be restored as swiftly as effectively as possible but now two months later republicans are calling the response  wholly inadequate  according to the dallas newsthe white house disaster relief aid request falls well short of the demands made by officials from texas florida and puerto ricogreg abbott said that the request  does not live up  to what trump pledged in recovery aid abbott noted during a news conference that he s still reviewing the white house request but that it appears to be  completely inadequate  what s more abbott said it  does not live up  to what trump has pledged in recovery aid then he said that washington worked faster for victims of superstorm sandy than for harvey superstorm sandy hit in  during the obama administration by the way the president has told me privately what he said publicly and that is he wants to be the builder president the president has said he wants this to be the best recovery from a disaster ever  abbott saidit s not just abbott texas sen john cornyn the no  republican blasted the request as  wholly inadequate  a chorus of texas lawmakers slammed it as insufficienthouston rep john culberson a republican and appropriations committee member ripped trump s recovery efforts calling the request a  complete lack of understanding of the fundamental needs of texans  and said it is a  nightmare  for harvey survivorsdemocrats too including senate minority leader chuck schumer and florida sen bill nelson are criticizing the measure as measlyif only someone has warned abbott and his republican colleagues to not trust trump then maybe they wouldn t be so shocked maybe we would have a different leader who has the ability to deal with critical issues wait they were warned weren t theyphoto by alex wonggetty images,News,2017-11-19,FAKE
 conservative christian leader kept a sexual assault secret for a republican lawmaker,conservatives should shun tony perkins for thisearlier this week ohio gop state rep wes goodman was busted for carrying on a samesex affair in his taxpayer funded office forcing him to tender his resignationbut there is an even worse transgression in goodman s past one that should drag the family research council leader to hell with himas it turns out goodman once fondled an yearold without consent in his hotel room at the ritz carlton in washington dcthe teen s stepfather was quick to alert perkins of the incident via email warning him that continuing to endorse goodman would be a mistake if we endorse these types of individuals then it would seem our whole weekend together was nothing more than a charade  the teen s stepfather wrote trust me  perkins replied  this will not be ignored nor swept aside it will be dealt with swiftly but with prudence perkins withdrew his support and suspended goodman from the council for national policy going forward so soon without some distance from your past behavior and a track record of recovery carries great risk for you and for those who are supporting you  perkins wrote to goodmanbut perkins failed to report the crime to law enforcement instead he kept quiet and allowed a sexual predator to gain public office in fact even the board members of the council for national policy knew about the crime because perkins informed them and none of them did a damn thing about itand this all happened just two years ago in  surely perkins and the board members he told can still be prosecuted for failing to report goodman to the authoritiesbecause they definitely should befeatured image wikimedia,News,2017-11-18,FAKE
 gop senator caught on hot mic trashing his own party over roy moore and donald trump video, senator jeff flake raz is liberated now that he has announced his retirement in his resignation speech on the senate floor flake issued a scathing takedown of trump and it seems his views have not changed at a town hall on tax reform flake was caught on a hot mic while he was chatting with the mayor of mesa arizona fellow republican john giles flake said of extremist candidates and officials like alabama senate candidate and alleged pedophile roy moore and the current  president  donald trump if we become the party of roy moore and donald trump we are toast giles responded and i am not throwing smoke at you but you are the guy just for fun think about how much fun it would be just to be the foil you know and point out what an idiot this guy trump is giles then encourages flake to  foil  the  idiot  trump in  and the two continue yucking it up about how ridiculous the kinds of people who are emerging as the face of their party are it took a staffer reminding flake of the mic to stop the conversation but we ve certainly heard enough to know where he stands on the current state of the gopso in other words jeff flake who is one of the most conservative members of the united states senate is fed up with the extremism in the gop he clearly thinks people like roy moore and donald trump have zero business being anywhere near the levers of power and yet here we are trump is in the oval office and moore is a heartbeat away from being seated in the united states senatewatch the comments belowfeatured image via win mcnameegetty images,News,2017-11-18,FAKE
 donald trump is destroying the countrys reputation and heres proof,during the election when donald trump wasn t bellowing  lock her up  about hillary clinton he was manufacturing a narrative in which president obama had turned our country into a dystopia in which we ve lost all respectability throughout the worldwe need a president who isnt a laughing stock to the entire world we need a truly great leader a genius at strategy and winning respect  donald j trump realdonaldtrump august    as usual trump was more about projection than the truth we can t be sure if he knew he was going to destroy our reputation around the world but he did in a survey released on thursday our standing in the world tumbled all the way from number one to number six the power and quality of each country s  brand image  was measured by the nation brands index nbi survey which was conducted by germanbased market research firm gfk and british political consultant simon anholt the final nbi score was decided after collecting public opinion on  different countries on primarily six categories its  people   governance   exports   tourism   investment and immigration  and  culture and heritage according to popular public opinion the us dropped to the sixth place while germany rose to claim the prestigious first spot germany stood second in the same survey last year while the first place was held by the us after just a year the us is lagging behind germany france britain canada and japansource ibtimesthis isn t the first time the world has taken notice of the fact that we have a greedy uncivilized unethical halfwit at the helm of the largest economy and the largest military in the worldin september a pew poll found that the world favored obama over trump by a significant number out of  countries only two liked trump better only russia hmmmm and israel were happier with trump as for the rest of the world the drop in popularity wasn t just in double digits it was as trump might say huuuuge only  percent of swedes trust trump not to start world war iii  percent of swedish people trusted obama okay the survey didn t specify world war but it did ask if they trusted the us president to handle world affairsthe rest of the world wasn t quite as dramatic but as you can see from this chart below the world really hates trumpin july his results were somewhat better but he was still wildly hated by the majority of the world s citizensthis is a lot bigger deal than just a few statistics it took a long time to build our standing in the world since world war ii right or wrong the united states has been seen as a moral leader we are certainly an economic leader now we have no leg to stand on even when fighting for own interests we may be witnessing the death of the world s longest living democracy and it s all because millions of people threw a temper tantrum over the fact that a black man was president and that a woman wanted to be presidentfeatured image via poolgetty images,News,2017-11-17,FAKE
 trump just got his pssy handed to him by new zealands female prime minister,donald trump bit off a bit more than he could chew when he attempted to shoot some venom at new zealand s newlyelected prime minister jacinda ardern during their first inperson meeting at the east asia summit last weekwhen trump told her that her victory had  upset  citizens in her country she hit back and his oranges testes shriveled up instantly this lady caused a lot of upset in her country  trump reportedly told a person standing next to ardern promopting her to reply no one marched when i was elected she s correct while trump s inauguration failed to bring out supporters marches across the nation in opposition of the donald continued long after his electionardern says trump  laughed  at her joke but also reflected that it could have been taken in a very particular way however trump took it he wasn t able to complete his traditional  power handshake  that has been embarrassing the country since his election ardern describes their handshake as  standard  meaning trump didn t try to yank her arm out of its socket as per usualwhat s that word conservatives like to use and misuse oh yes   trump just got  cucked ,News,2017-11-17,FAKE
 chaos ensues after man accidentally shoots himself and wife in church during gun safety talk,maybe  thoughts and prayers  aren t the remedy following a shooting after all at the first united methodist church in east tennessee about  senior citizens gathered around for a holiday meal after the meal the group of elderly churchgoers decided to discuss gun safety there has after all been a spate of mass shootings recently   as many as  so far this year they got the idea for the conversation reportedly after a nearby county s sheriff s department held similar seminars at its local churches according to tellico plains police chief russ parks well i ve got my gun on me  an yearold member of the church in tellico plains said according to parks  the washington post reports the man then pulled out his holster in which he had a caliber ruger handgun he promptly removed the magazine for everyone to see then cleared the chamber and showed the gun to his fellow parishionersthe churchgoers discussed how to safely bring guns to church then spoke of the deaths with recent mass shootings like for example the recent texas massacre in which a gunman shot  people dead as they sat in churchthe yearold man put the magazine back into the gun and put the gun back in the holster parks explained but then later while parishioners were cleaning up one church member who had missed the demonstration asked the man to see the firearm   and that s when everything turned chaotic inside the churchthe yearold accidentally pulled the trigger without realizing the gun was loaded then a bullet fired across the palm of the man s hand and toward his yearold wife who was sitting in a wheelchair next to him entering her lower left abdomen then it went out of the right side of her abdomen into her right forearm and out the backside of her forearm following that the bullet then ricocheted off the wall and landed under his wife s wheelchair parks saidthat prompted panic in the church because some of the folks thought an active gunman was on the premises they had their backs to it  parks said  somebody hollers  he s been shot she s been shot call  due to a lot of panic during the calls to  the dispatcher assumed someone had entered the church and was shooting so several schools were put on lockdownthe injured husband and wife were flown to the university of tennessee medical center where they are listed critical conditionwe re waiting for the nra to say  if only the wife had a gun she could have protected herself image ken wilcox via flickr under creative commons license ,News,2017-11-17,FAKE
 new accuser confirms she got roy moore banned from the mall videos,alabama senate candidate roy moore r of course has a mounting list of women who say that he sexually harassed or assaulted them when they were teenagers another piece of that story is the rumor that moore was so creepy with the girls that he was banned from a local mall in his hometown of gadsden alabama that rumor had been unsubstantiated   until nowbecky gray was working at the gadsden mall when she encountered roy moore then an assistant district attorney she was in her early  s and he was in his  s she said that moore had taken a  creepy  liking to her and constantly visited her at the mall according to gray moore hung out at the mall on friday and saturday nights   like teenagers do she says of the situation i mean you ve got to understand   when you re that age somebody in their s might as well have been  or    to me anyway he d come back through the department store and if i was working he would stop by and chit chat and that sort of thing and it just kind of got creepy to me every friday and saturday night he was down at the mall nobody his age is at the mall you know parents are dropping off their  year olds and  year olds  year olds i mean come on i just thought that was really creepy even way back then roy moore repeatedly harassed becky gray at work and she went to her manager about his behavior i went to my manager and talked to him about it and asked him basically what could be done later on he came back through my department and told me that moore had been banned from the mall in addition to becky gray s account there is an account that moore was banned from the mall by a man named greg legat who also worked there at the time here is video of his confirmationso every bit of this is true in other words roy moore actually hung out at the mall in order to creep on little girls and young women working there or hanging out there with their friends this man is completely unfit to be a united states senator and if the people of alabama elect him he should be immediately expelledhere is video of becky gray s account of moore s mall banning via abc newsfeatured image via drew angerergetty images,News,2017-11-17,FAKE
 roy moore is asking people to snitch on the media and hes getting trolled hard tweets,roy moore is desperate to paint all these child molestation allegations against him as nothing more than a smear campaign   one that the media is busy amplifying for the sole purpose of taking him down his website roymooreorg even has a form people can fill out asking whether the media has contacted them and to describe the contact so of course twitter got hold of it and now moore is getting hilariously trolledthe blank form looks like thisan editor for viewpoint magazine tweeted it out along with his response and a call for people to troll moore this way twitter has responded with gustoroy moore has a snitching page on his site where you can report if the media has contacted you join me in flooding it with trolling httpstcoefpejmnt pictwittercomckweohk  shuja haider shujaxhaider november  pictwittercomuousndgh  jack jrkisbad november  pictwittercomjrfcplgp  cancel the superbowl bornwithatail november  pictwittercomxukvyxcfa  gen jc christian patriot  jcchristian november  my patriotic duty pictwittercombbysuci  dustin dustinforall november  done pictwittercomakpoaar  jenna mullins jbomb november  roy moore now has in his inbox a complete copy of the bee movie script you re welcome pictwittercomuvytwoa  aleksei alekseithewolf november  pictwittercomyhuibrahi  rich  highlight november  i ms elizabeth savannah frizzle am but another victim of the lamestream media httpstcoalfrcz pictwittercomkoawxjmlf  kellen hellenkeniford november  flap turtlepeen reporting in pictwittercomfivyigsoi  clarence wethern cwethern november  sent by jesus christ from lordhelpusall  httpstcomhgoedi pictwittercombliixbsfu  grailsnail grailsnail november  how s this pictwittercomjnrmcsky  korey hosch koreyhosch november  it s important to be politically involved pictwittercomvfahsthswb  let s be sapid letsbesapid november  pictwittercomqkwobhu  patrick patar november  pictwittercomshzndhxj  dave  jackson deranwalt november  thank you for your service pictwittercomzvetxgxsb  aaron eisenberg ae november  sent the entirety of the unabomber manifesto pictwittercomjzwixkcba  chuddy holly blingwads november  yo bro pictwittercomauegunerzq  martin r schneider schneidremarks november  pictwittercomksgerfbatd  john anderson jtadrum november  pictwittercomjwgkwuxam  luke brz relaxedhobo november  sent pictwittercomjznray  sean dailey deansailey november  done and done pictwittercomnimmnyrzsd  garrypl garrypl november  pictwittercomozpqjelt  zpperintheback zpperintheback november  my goal was to draw them in first pictwittercomengxbuxrom  alan onamous listenbuddy november  looks like he could stand to make a lot of money here seems legit pictwittercompjicdsyhv  john just john blueguitarpick november  seemed appropriate pictwittercomrdxkqw  daniel gu rinnout burger apcrowley november  and this one might be among the bestif you would like to troll him a little yourself click here moore clearly doesn t understand the internetfeatured image via drew angerergetty images,News,2017-11-16,FAKE
 trump admin tosses out another obama rule  his sons can be even worse douchebags now,president donald trump has overturned another obamaera legislation this time the  ban on trophy hunting permits particularly those of elephants killed in zimbabwe and zambia a us fish and wildlife service official has confirmed trump s sons don jr and eric love being trophyhunting douchebags and this will allow them to be even more blatant about itdon jr has hunted elephants before and elephants are listed as endangered under the endangered species act that exact act also contained a provision that allows for the granting of permits for the trophyhunting of elephants if the hunters can prove that the demise of the singular animal in question helped benefit the conservation of the entire species it s unlikely the trump sons care about conservation and only about their own glory and bragging rightsnevertheless a spokesman for fish and wildlife said  legal wellregulated sport hunting as part of a sound management program can benefit the conservation of certain species by providing incentives to local communities to conserve the species and by putting muchneeded revenue back into conservation despite largescale conservation efforts the wild elephant population in africa plummeted  overall between  and  and by as much as  in some areas as a result of ivory poaching but that is just the tip of the iceberg prior to european colonization in the early th century it is estimated that the wild elephant population in africa was approximately  million but dropped to  million by  that number looks even more bleak when at last count in  there were only just over  of the animals remaining on africa s savanna in a survey where namibia did not release any figures and surveys in south sudan and the central african republic were postponed due to armed conflictlast year  countries signed an agreement to end the legal ivory trade in domestic markets however zimbabwe is one of few that has tried to have that ban lifted and soon they may be successful with the help of president trump this new change would only apply to zimbabwe and zambia but with robert mugabe s recent removal and the military seizing control of zimbabwe they have bigger issues to deal with at the momentit makes you wonder why president trump would be so interested in elephant poaching is it another distraction this time from the possibility of zimbabwe falling into a constitutional crisis could it be because he just likes the look of ivory in trump toweror is it simply because trumps just miss slaughtering endangered wildlife for the sheer pleasure of itfigures pictwittercomlrfjeqaiy  snarkarni    snarkaroni november  he and his brother eric slaughter wildlife for fun pictwittercombbkotjrtz  snarkarni    snarkaroni november  featured image via phillip chingetty images for trump international ,News,2017-11-16,FAKE
 the internet lights up after the pentagon accidentally retweets a call for trump to resign,on thursday the pentagon s official twitter account retweeted a post from proudresister calling for donald trump to resign then quickly deleted it saying later that it was in  error  and we totally believe themproud resister tweeted about alabama senate candidate roy moore s scandal then touched on al franken s then moved on to donald trump s resister called on all of the aforementioned to resign from officethe solution is simple roy moore step down from the raceal franken resign from congressdonald trump resign from the presidencygop stop making sexual assault a partisan issue it s a crime as is your hypocrisy  proud resister  proudresister november  here s a screen capture of the retweet which has since been deleted pentagon spokesman col rob manning explained the retweet in a statement saying that an authorized operator of the defense department s official twitter site  erroneously retweeted content that would not be endorsed by the department of defense the operator caught this error and immediately deleted it chief pentagon spokeswoman dana white tweeted the same explanationan authorized operator of the deptofdefense s official twitter site erroneously retweeted content that would not be endorsed by the department of defense the operator caught this error and immediately deleted it  dana w white   dod chiefpentspox november  one twitter user suggested giving the pentagon employee a raisegive them a raise  jake smail biggiesmails november  too bad it was the only good tweet ever to appear on this feed  kmd    no more nazis please kiraofthesea november  im not mad at em   veteran veteranusa november  erroneouslysure sure resigntrump  usagi tsukino sailordemocracy november  lol dont lie  jordanlarae jordanlarae november  it was your most honest twit in a very very very long time maybe ever  spencer spencerhstwitr november  bwaaaahaaaa  stephanie bullen tabbychaps november  trump supporters are calling for the person who operated the account to be fired we on the other hand would like to buy him or her dinner and drinkswhile many twitter profiles contain a disclaimer saying that retweets do not constitute an endorsement the pentagon account deptofdefense does notas for the al franken scandal his accuser leeann tweeden accepted his apology roy moore has tried to compare his scandal to franken s inappropriate behavior but only one of the men admitted they were wrong called for an investigation and apologized only one man perved on high school girls one as young as yearsold we re not justifying franken s behavior we re simply saying that moore a staunch rightwing christian has failed to admit to any wrongdoing despite the fact that there are nine accusers and at least  people to corroborate the alleged victims  stories at least franken admitted what happened and he took the steps to immediately address the accusationsphoto by molly rileypoolgetty images,News,2017-11-16,FAKE
 antigay gop rep gets busted for having inappropriate relations with a man in his state office,republicans are hypocritesand ohio state gop rep wes goodman proved it this week after he got caught having an affair with a mannormally having an affair with a man would not be a big deal after all samesex marriage is legal and relationships with men is no longer the scandal it once was but goodman is a conservative  christian  republican who is married to a woman so his affair with a member of the same sex is absolutely scandalousso scandalous in fact that goodman resigned from his post on wednesday we all bring our own struggles and our own trials into public life  goodman said in a statement  that has been true for me and i sincerely regret that my actions and choices have kept me from serving my constituents and our state in a way that reflects the best ideals of public service for those whom i have let down i m sorry as i move onto the next chapter of my life i sincerely ask for privacy for myself my family and my friends sorry mr goodman but you don t get privacy nor can you expect to not be mercilessly mockedgoodman preached  family values  and thinks samesex marriage should be illegal and that gay people should be punished for being gay he even bragged about being committed to  natural marriage  on his own campaign websiteohio house speaker cliff rosenberger accepted goodman s resignation after he confirmed the allegations during a meeting i was alerted to details yesterday afternoon regarding his involvement in inappropriate behavior related to his state office  rosenburger said  i met with him later in the day where he acknowledged and confirmed the allegations it became clear that his resignation was the most appropriate course of action for him his family the constituents of the th house district and this institution frankly affairs like this shouldn t matter as long as the relations were consensual but the fact that goodman was fiercely antigay and carried on the affair in his taxpayer funded office makes it newsworthy and even more explosivehere s a report on the story via youtubefeatured image screenshot,News,2017-11-16,FAKE
 that time trump mocked marco rubio for drinking water just came back to haunt him,while on the campaign trail candidate donald trump a former reality show star repeatedly mocked sen marco rubio for that time he drank water on the stage trump mocked rubio at rallies about that and on twitter too as they say with this guy there really is a tweet for everything trump did this after he kicked off his day blasting that  loser  network cnn the  failing  new york times and demanded a  thank you  from the ucla basketball players who arrived in the states after being released from china then he summarized his trip to asia declaring it to be  the longest visit to the region by an american president in more than a quarter of a century  he added that  america is back and the future has never looked better  then he seemed to have difficulty breathing and paused for waterhere is trump doing that think he disparaged rubio for doingmore proof that were living in a simulation pictwittercomfgmxvrkuj  kevin driscoll kevndriscoll november  trump grabbed a bottle of fiji to quench his thirst the exact brand that rubio drank during the campaign the florida republican responded on twitter saying  similar but needs work on his form has to be done in one single motion  eyes should never leave the camera but not bad for his st time similarbut needs work on his formhas to be done in one single motion  eyes should never leave the camera but not bad for his st time httpstcosjtyros  marco rubio marcorubio november  trump has blasted rubio multiple times for drinking water perhaps because the former reality show star thinks he can walk on water next time marco rubio should drink his water from a glass as opposed to a bottle would have much less negative impact  he tweetednext time marco rubio should drink his water from a glass as opposed to a bottle would have much less negative impact  donald j trump realdonaldtrump february  in another tweet he wrote  marco rubio is being crucified by the media for drinking water during speech marco rubio is being crucified by the media for drinking water during speech  donald j trump realdonaldtrump february  and here is trump at a rally mocking rubio for drinking watermore than a tweet theres also a video of trump mocking rubios sotu water moment pictwittercomdkkyroiugo  kyle griffin kylegriffin november  the internet never forgets these things hands donny no dribbles good boy  el diablo  joegavbrown november  omg there really is a tweet for every single thing  jennifer sage  vivavelo november  hey lilfingers take your own advice  russell drapkin russelldrapkin november  great work donald pictwittercomagvtxafgt  craig harrington craigipedia november  trump pulls a marco rubio  slurps down water during his speech but it s worse than rubio trump holds the bottle with two hands like it s a baby bottle fittingimpeachtrump amjoy pictwittercomcpkzssckq  scott dworkin funder november  everything trump accuses someone else of doing he is guilty of that same thing even something as simple as needing to quench his thirstimage via screen capture ,News,2017-11-15,FAKE
 watch corporate ceos shock trumps economic adviser with truth about gop tax cuts,trump s economic adviser gary cohn has bought into the gop s tax plan lock stock and barrel to the point where he likely has a deep belief that trickledown economics actually works the thing is it doesn t and at a wall street journal event packed full of ceos cohn seemed absolutely stunned that this crowd of corporate leaders wouldn t automatically say they d use the gop s tax cuts to invest in their own companiesan editor from the wall street journal asked the audience if the tax reform bill goes through do you plan to increase investment   your company s investment capital investment only a few of them raised their hands indicating they would cohn s response was why aren t the other hands up really well yes really it seems so easy to cohn apparently one might even think that he genuinely doesn t understand why most of the ceos in the room kept their hands down cohn now looks incredibly ignorant and stupidcorporate tax cuts do not result in greater capital investment and these ceos know it anybody who knows anything about business and economics and even modern history knows it it s really quite simple ceos will not invest in things like new machinery new factories or new jobs when they don t have enough customer demand to justify itin fact most money saved from these kinds of tax cuts go toward stock buybacks which is a controversial practice in which a company buys back its own stock to artificially drive prices up and put more money into the pockets of shareholders and the csuite ceo pay also tends to go up when taxes go downceos know this they want the tax cuts for precisely this reason their greed has gotten the best of them and they know tax cuts will make them richer but they can t and won t commit to using the money they ll save on taxes to expanding operations and creating jobs because if they do they create a pr nightmare for themselveswatch cohn get shocked below taxoverhaul backers say corporate rate cut will encourage investment by businesses  during wsjceocouncil interview with gary cohn wsj asks ceos to raise hands if they ll boost investment if rates cut  few ceos raise hands  cohn asks  why aren t the other hands up  pictwittercompinlwa  tim hanrahan timjhanrahan november  featured image via drew angerergetty images,News,2017-11-15,FAKE
 texas sheriff threatens to jail truck owner for antitrump sticker screenshots,good news everyone all crime in texas has been solved how do we know this because fort bend county sheriff troy e nehls has announced that he s going on a crusade against protected political speechapparently the sheriff saw someone s antitrump sticker he placed on his truck and decided to take action pleasing the tortured little snowflakes who contacted him about it but also showing that not only he but an unnamed prosecutor is corrupt as fck i have received numerous calls regarding the offensive display on this truck as it is often seen along fm  if you know who owns this truck or it is yours i would like to discuss it with you  the sheriff posted on facebook wednesday  our prosecutor has informed us she would accept disorderly conduct charges regarding it but i feel we could come to an agreement regarding a modification to it yes disorderly conduct for a sticker because it s antitrumpsorry sheriff no  agreement  is necessary as it is not a crime to criticize the president or people who voted for him naturally americans stopped by to laugh at the sheriff who claims that saying mean things about trump constitutes an  immediate breach of the peace        unfortunately for the sheriff this matter was decided in the  supreme court case cohen v california a man was convicted for disturbing the peace by wearing a  fck the draft  jacket but the supreme court told those who would abuse the justice system by punishing protected political speech to fck offunfortunately the goal here isn t to successfully prosecute someone it s to make sure that the owner of the truck pays for being mean to trumpfeatured image via screengrab,News,2017-11-15,FAKE
